"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Glob_sevanje_min","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3","mesec","letni_cas","dan"
"2352","Ljubljana",379,77,0,1.2,0.6375,0.2,2.2,1.4125,0.6,0,0,987.6,987.3125,987.2,91.5,86.725,79.2,13.4,10.45,9.1,17.4,15.625,14.4,22.4,109.55,8,"poletje","petek"
"2407","Ljubljana",19,2.75,0,3.3,2.1625,1.1,5.7,4.15,2.6,2.4125,16.5,980.8,979.8375,979.3,95.2,92.4875,90.2,0.2,-0.1375,-0.9,9.4,8.3875,7.4,8.6,35.15,10,"jesen","èetrtek"
"628","Koper",125,16.125,0,4.2,2.2125,1.1,9.2,5.9875,3.9,0,0,1027.1,1026.525,1026,59.3,53.4,49,-2.1,-2.4125,-2.7,11.9,10.775,10.2,19.8,65.45,10,"jesen","ponedeljek"
"1","Koper",5,0.625,0,2.8,1.9125,1.2,4.6,3.175,2.4,0,0,1019.9,1018.775,1018.1,84.4,83.35,81.7,-0.4,-1.6875,-2.5,2.9,2.2875,1.9,53.3,54.9,1,"zima","torek"
"482","Koper",520,115.625,0,2.7,2.0125,1.3,4,3.3125,2.1,0,0,1018.4,1017.775,1017,71.1,60.175,35.3,10.9,9.0625,8.3,23,16.5375,13.8,18.3,148.2,5,"spomlad","nedelja"
"2410","Ljubljana",43,5.625,0,1.3,0.85,0.4,2.6,2.0375,1.4,0,0,983.8,983.1875,982.9,95.2,92.3625,90,0.2,-0.125,-0.5,6.5,6.325,6.1,29.8,17.35,10,"jesen","nedelja"
"1663","Ljubljana",130,20.125,0,2.3,1.475,0.8,4.1,2.9625,2.1,0,0.2,978.8,977.8375,977.3,77.3,74.575,67.6,-2.9,-3.1,-3.3,7.9,6.725,6.3,22.6,70.55,3,"spomlad","èetrtek"
"2222","Ljubljana",367,60.125,0,2.6,1.4375,0.3,5.2,3.175,1.4,0,0,977.8,976.8375,976.1,73.7,69.0375,61.5,3.7,2.9625,1.9,13.3,11.3875,10.3,25.5,94.65,4,"spomlad","sreda"
"998","Koper",284,51.5,0,2.3,1.5375,0.5,4.1,2.725,1,0,0,1010.3,1009.8125,1009.2,87.9,81.8875,69.4,7.5,6.625,6,14.5,11.3375,10.2,28.9,102.2,4,"spomlad","èetrtek"
"360","Koper",0,0,0,2.1,1.475,0.9,3.1,2.35,1.5,0,0,1010.4,1008.5875,1007.3,92.8,91.15,89.9,-1.3,-2.15,-2.8,10.8,10.225,10,22,36.75,1,"zima","sreda"
"2381","Ljubljana",214,36.375,0,0.7,0.4,0.2,1.9,1.2375,0.8,0,0,992.6,992.1125,991.8,94.6,90.6875,87.1,8.8,6.65,6.1,12.8,11.675,10.6,19.1,107.25,9,"jesen","sobota"
"1121","Koper",434,87.625,0,2.3,1.7625,1.2,5.1,3.675,2.6,0,0,1022.3,1021.5,1020.9,65,55.525,36.3,11.4,9.6,8.4,26,20.275,17.3,16,112.75,8,"poletje","ponedeljek"
"466","Koper",481,106.125,0,2.8,1.7125,0.7,5.9,3.3875,1.1,0.4375,1.6,1018.7,1017.225,1016.2,89.7,82.0125,67.8,4.9,2.975,2.3,16.7,14.4,12.2,9,128.6,5,"spomlad","èetrtek"
"845","Koper",500,109.75,0,2.5,1.7,0.9,3.7,2.825,1.4,0,0,1016,1015.6125,1015.4,71.8,67.5,60.5,12.4,11.025,10.2,24.5,21.8375,20.3,30,149.05,6,"spomlad","petek"
"2461","Ljubljana",2,0.25,0,1.4,0.6125,0.3,2.4,1.6125,1,0,0,994.8,992.9625,990.9,97.4,95.575,93.2,-2.8,-4.8625,-6.5,0,-1.4625,-2.6,40.7,23.7,12,"jesen","torek"
"944","Koper",4,0.5,0,8.7,4.025,0.7,11.8,6.175,1.7,1.475,6,996.9,993.8875,992,94.8,90.9625,88.7,-2.8,-3.2875,-4.1,7.7,6.9125,6.5,18.3,68.95,2,"zima","sobota"
"106","Koper",352,62.125,0,2.1,1.35,0.7,3.1,2.2625,1.4,0,0,1021.5,1020.35,1019.4,67.6,61.65,52.7,9.2,7.95,6.9,17.5,13.3875,12.1,20.9,143.3,4,"spomlad","petek"
"400","Koper",83,10.375,0,2.3,1.775,1.1,7.1,4.3,2.7,0,0,1022.8,1022.0375,1021.5,72.4,56.75,46.4,-3,-3.35,-4.2,10.5,8.65,5.6,25.2,92.2,2,"zima","ponedeljek"
"1953","Ljubljana",22,2.75,0,2.1,1.75,1.3,4.2,3.425,2.1,0,0,986.2,985.2125,984.3,73.8,66.6875,60.9,-11.2,-12.4125,-13.1,-2.4,-3.4875,-4.8,19.4,71.4,2,"zima","ponedeljek"
"680","Koper",3,0.375,0,3.2,1.9875,0.8,4.8,3.4375,1.6,0,0,1025.7,1023.3875,1021.6,91,85.4875,76.3,-1.7,-2.65,-3.5,10.8,7.925,5.7,27.7,64.3,12,"zima","nedelja"
"266","Koper",20,2.875,0,2.3,1.625,0.7,5.7,3.25,1.6,0.6625,5.2,1017.9,1016.7125,1015.6,86.8,76.3375,61,3.7,2.675,2,13.2,11.6375,9.6,14.9,82.25,10,"jesen","sobota"
"382","Koper",17,2.125,0,3.6,1.3125,0.5,4.9,2.45,1.3,0.0125,0,1011.5,1009.8,1009,91.2,88.2,86.3,-2.6,-3.225,-3.8,8.9,8.5125,8.1,18,72.75,2,"zima","èetrtek"
"1601","Ljubljana",1,0.125,0,0.9,0.5125,0.1,2.6,1.9375,1.4,0,1.4,980.5,979.4625,978.9,95.6,93.7375,92.6,-1.4,-1.775,-2.3,5.5,4.9375,4.3,31.9,0.6,1,"zima","èetrtek"
"1196","Koper",115,16.5,0,2.3,1.5125,1.1,3.2,2.5625,1.8,0,0.2,1017.7,1017.3375,1017.1,85.4,82.45,75.8,0.2,-0.125,-0.5,14.5,12.2625,11.6,19.2,71.8,10,"jesen","nedelja"
"719","Koper",8,1,0,1.3,0.875,0.3,2.9,2.0375,0.8,0.0375,0.3,987.6,987.35,986.8,81.4,75.7375,70.3,-6.8,-7.025,-7.2,6.1,5.4375,5,16.8,70.2,2,"zima","nedelja"
"2094","Ljubljana",485,120.5,0,0.9,0.2125,0,3.3,1.25,0,0,0,990.9,990.1,989.6,86.3,80.3,69.8,16.8,13.925,12.7,24.3,21.725,20.1,26.4,129.3,7,"poletje","petek"
"356","Koper",0,0,0,1.7,0.9,0.3,2.6,1.85,0.8,0,0,1022.3,1021.8375,1021.5,95.4,94.625,94,-0.1,-0.3875,-0.8,9.7,9.5625,9.4,46.3,6.2,1,"zima","sobota"
"2114","Ljubljana",86,22.75,0,1,0.325,0,2.8,1.375,0,0,1.4,976.1,975.3375,974.7,97.3,93.0625,88.6,12.1,11.8625,11.4,19,18.2875,17.7,11,59.65,7,"poletje","sreda"
"1344","Ljubljana",26,4.75,0,2.5,1.575,0.7,5,3.7375,1.8,0,0.3,976.3,974.825,974.1,85.6,78.7625,72.9,1.8,0.9875,0.4,11.1,10.625,10.2,21.8,101.55,4,"spomlad","petek"
"1862","Ljubljana",10,1.25,0,3.5,1.2875,0.2,6.5,2.875,0.6,2.575,14.4,977,976.4375,976.1,98.2,97.45,96.5,6.8,6,5.2,12.7,12.575,12.4,11.5,57.75,11,"jesen","petek"
"261","Koper",50.9,7.975,0,2.3,1.55,0.5,5.5,3.8375,1.4,0.05,0.4,1022,1021.7125,1021.2,78.3,63.575,52.2,6.6,6.3375,5.8,16.9,15.8875,14.8,37,84.35,10,"jesen","ponedeljek"
"1981","Ljubljana",161,22.625,0,2,1.4,0.6,4.3,2.775,1.3,0,0,993.5,993.1625,992.8,73.3,65.2875,57.5,-4,-4.725,-5.6,3.1,1,-0.9,27.5,92.2,3,"zima","ponedeljek"
"1838","Ljubljana",161,24.875,0,4,3.025,1.9,9.3,6.675,5,0,0,980.4,980,979.7,84.2,82.15,78,9.3,8.7,8.1,18.8,17.45,16.8,25.9,81.15,10,"jesen","ponedeljek"
"142","Koper",524,114.75,0,2.2,1.425,0.8,4.7,2.775,1.8,0.0375,0,1015.9,1014.45,1013.7,90.1,79.0125,45.7,6.9,5.1375,2.8,19.9,16,14.2,9.1,106.45,6,"spomlad","torek"
"1430","Ljubljana",443,107.75,0,1.1,0.8,0.4,2.4,2.0125,1.3,0,0,989.1,988.6,988.2,83.1,74.9125,63.2,14,10.8625,9.7,22.7,19.425,17.6,24.1,112.85,7,"poletje","torek"
"1095","Koper",464,95.75,0,4.6,3.0875,1.5,8.2,5.325,2.6,0,0.2,1009.1,1008.45,1007.8,71.9,65.325,56.4,14.6,13.9375,13.5,30,27.6375,26.5,18.6,128.35,7,"poletje","sreda"
"484","Koper",224,52.25,0,3.6,2.4875,1.9,10,4.6125,3,0.5375,4.5,1011.8,1011.2125,1010.3,85.5,82.8,75.9,6.7,6.1375,5,17.9,17.1125,15.9,12.5,117.15,5,"spomlad","torek"
"2420","Ljubljana",9,1.25,0,1.1,0.7,0.2,3.7,1.925,1.1,0,0,983.1,981.7625,980.9,84.8,81.825,79.5,2.8,1.5625,1.1,10.8,9.775,8.6,40,30.1,11,"jesen","sreda"
"2431","Ljubljana",44,5.625,0,0.7,0.525,0.4,2,1.425,1,0,0,988.3,986.5375,985.2,98.1,96.4,94.2,-4.4,-5.3125,-6,0.5,-0.8,-1.8,21.7,50.8,11,"jesen","nedelja"
"1712","Ljubljana",182,43.125,0,4.7,3.25,1,11.4,9.05,6.2,0,0,978.5,977.025,976.1,46.8,41.4,37.9,0.9,0.1,-0.3,15.5,14.3875,13.7,8.2,86.4,5,"spomlad","petek"
"237","Koper",323,57.625,0,2.4,1.7375,0.9,3.5,2.7,1.6,0,0,1016.8,1015.775,1015.1,70,64.775,51.5,4.1,3.35,2.8,19,15.7375,13.9,11.1,98,9,"poletje","petek"
"2072","Ljubljana",482,120.125,0,0.8,0.2625,0,2.1,1.3375,0.2,0,0,985.2,984.9625,984.9,89.9,81.825,66.9,13.9,10.75,9.5,21.7,18.525,16.8,25.2,114.45,6,"spomlad","èetrtek"
"805","Koper",89,17.625,0,2.6,1.5625,0.8,5.7,3.35,1.4,0,0,1003.2,1002.0375,1001.3,81.7,76.3,69.7,5.3,4.1,3.7,16.2,15.5875,15,12,95.15,4,"spomlad","torek"
"1573","Ljubljana",2,0.25,0,3,2.3375,1.2,6.6,5.05,3,0,0,991,990.35,989.8,86,84.925,84.2,0.4,0.175,-0.1,9.6,9.4125,9.3,25.7,45,12,"zima","ponedeljek"
"1224","Koper",28,3.5,0,6.6,2.225,0.5,9.6,4.0125,1.9,0,6.4,1016.8,1015.625,1014.7,92.4,87.225,80.3,3.5,2.4,1.3,15.5,13.225,11.3,26.6,59.45,11,"jesen","nedelja"
"581","Koper",298,53,0,2.6,1.7625,0.9,3.7,2.9,2,0,0,1016.2,1015.825,1015.5,88,82.0875,70.4,13.2,11.7,11.2,22.6,19.1,17.8,34.1,130,9,"poletje","torek"
"354","Koper",0,0,0,1.3,1.0125,0.6,2.1,1.725,1.2,0,0,1025.2,1024.0875,1023.2,90.8,89.4375,88.4,4.9,3.1875,2.4,9.4,9.05,8.9,40.7,28.65,1,"zima","èetrtek"
"2125","Ljubljana",406,87.5,0,0.2,0.0625,0,1.8,0.7125,0,0,0,984.2,983.975,983.8,91.6,85.2,73.9,17,14.675,13.9,23,20.6625,19.3,25.6,125.05,8,"poletje","nedelja"
"2233","Ljubljana",89,20.875,0,1.1,0.5875,0.1,2.6,1.675,0.7,0.1375,1.1,967.7,966.675,966.2,92.6,87.25,70.2,3,1.025,-0.7,10.8,10.45,10.1,7.8,66.65,4,"spomlad","nedelja"
"2385","Ljubljana",244,41,0,0.7,0.2875,0.1,1.4,1.125,0.7,0,0,995.1,994.55,994.3,93.2,90.3375,86.9,8.6,6.5375,5.4,10.5,8.9875,7.8,25.7,99.15,9,"jesen","sreda"
"949","Koper",26,3.25,0,2.1,1.35,0.6,3.7,2.9,2.1,0,0,1017.6,1015.475,1014.2,96,94.925,92.9,-0.7,-0.7875,-0.9,9.3,8.2,7.3,25.3,40.75,2,"zima","èetrtek"
"1521","Ljubljana",73,10.75,0,1.5,1,0.4,2.7,2.2125,1.5,0,0,987.6,986.575,986.2,97.6,95.1375,91.3,2.9,2.0375,1.6,10,9.275,8.8,19.9,68.6,10,"jesen","nedelja"
"1046","Koper",483,109.25,0,2.1,1.625,0.9,3.6,2.9,1.7,0,0,1013.1,1012.1625,1011.6,87,80.7,63.2,10.6,8.5375,7.4,18.2,13.8375,12.1,13.3,117.3,5,"spomlad","sreda"
"1250","Koper",4,0.5,0,2.5,1.8625,1.5,6.8,3.7,2.7,0,0,1031.1,1029.925,1029.1,83.2,74.3375,59.3,-4.4,-6.7375,-7.8,5.1,2.975,1.8,15.5,61.85,12,"jesen","petek"
"1201","Koper",118,15.375,0,3.9,2.9375,2,8.8,6.8125,4.7,0,0,1032.7,1031.7625,1031.2,58.4,56.3125,53.7,4.8,1.4125,0.1,13.8,13.0875,12.6,17,63.15,10,"jesen","petek"
"1767","Ljubljana",381,65,0,0.9,0.5125,0.2,2.4,1.6625,0.9,0,0,978.1,977.75,977.6,99.1,96.7375,89.1,12.9,10.3125,9.6,16.6,15.0875,14.4,15.8,111.45,7,"poletje","èetrtek"
"2415","Ljubljana",51,6.875,0,0.9,0.725,0.6,2.2,1.775,1.2,0,0,998.7,997.85,997.3,91,89.525,88,4.8,1.4125,0.1,6.7,5.9375,5.2,34.8,44.55,10,"jesen","petek"
"1933","Ljubljana",3,0.375,0,2.3,1.4375,0.3,4.3,2.7625,1.1,0,0,981.9,981.1,980.6,92.9,79.25,71.8,-1.9,-2.525,-2.9,8.1,6.35,3.3,16.2,63.55,1,"zima","nedelja"
"1878","Ljubljana",4,0.5,0,1.1,0.775,0.4,2.7,1.9625,1.5,0,0,993.4,992.325,991.9,98.4,98.3,98,6.8,5.7375,5,3.5,3.3375,3.2,36.1,19.15,11,"jesen","nedelja"
"2180","Ljubljana",23,3.375,0,1.1,0.7,0.4,2.4,1.7375,1.1,0,0,979.7,978.9375,978.6,99.4,98.5625,96.9,-2.9,-3.9625,-4.8,1.8,1.3625,1,29.2,28.95,3,"zima","sreda"
"1378","Ljubljana",120,33.25,0,1,0.675,0.4,2.1,1.7375,1.1,0,0,973,972.0125,971.3,87.6,83.3375,79.1,6.5,5.6,4.9,13.6,12.4,11.5,20,59.25,5,"spomlad","èetrtek"
"1800","Ljubljana",101.8,24.55,0,1.4,0.85,0.6,2.4,1.95,1.5,0.8375,6.4,975.1,974.5625,974.2,98.3,97.4,94.3,10.5,10,9.5,17.6,16.65,16.4,10.4,82.85,8,"poletje","sreda"
"661","Koper",8,1,0,1.8,1.225,0.5,3.6,2.55,1.4,0.025,0.2,1015,1014.725,1014.5,95.1,92.25,86.6,5,3.8625,3.1,14.7,14.1,13.5,36.5,41.35,11,"jesen","sobota"
"1677","Ljubljana",302,63.5,0,1.5,0.6375,0.2,2.5,2.075,1,0,0,985.7,984.8875,984.1,77,72.9125,64,-1,-2,-2.9,8,5.975,4.1,14.8,92.25,4,"spomlad","èetrtek"
"590","Koper",275,46.75,0,2.3,1.9375,1.7,3.7,3.2375,2.5,0,0,1016.9,1016.625,1016.4,84.3,79.6,66.8,7.3,6,5.2,18.6,15.225,14.1,26.3,95.95,9,"poletje","èetrtek"
"1773","Ljubljana",34,6,0,2.7,1.2625,0.1,8.3,3.475,1,2.0375,16.3,973.7,971.925,970.2,98.1,96.7125,95.4,10.8,10.0375,9.3,18.1,17.625,17.2,10.9,72.3,7,"poletje","sreda"
"2298","Ljubljana",518,127.875,0,0.9,0.55,0.1,2.3,1.4875,0.8,0,0,981.8,981.3375,981,84,76.175,62.4,15.9,13.75,13.1,21.7,18.25,16.6,18.9,117.7,6,"poletje","èetrtek"
"1429","Ljubljana",498.9,117.075,0,1.2,0.7625,0.3,4.7,2.275,1,0,0,990.7,990.2875,989.9,91.3,84.5,69.5,12.2,11.25,10.9,22.7,19.5875,18.3,22.2,99.95,7,"poletje","ponedeljek"
"1950","Ljubljana",13,1.625,0,5.1,4.6125,4.2,12.2,10.1625,8.9,0,0,977,975.45,974.6,79.5,72.8,68.1,-5.4,-6.25,-6.9,1.1,0.675,0.2,18.3,78.9,2,"zima","petek"
"718","Koper",12,1.5,0,2.9,2.025,0.6,5.1,3.6,1.4,0,0,986.4,984.9375,983.2,86.2,79.2,67,-8.9,-10.1375,-10.7,3.5,2.225,1.1,17.1,77.4,1,"zima","sobota"
"1971","Ljubljana",64,8.375,0,0.9,0.575,0.3,2,1.425,0.9,0,0,981.5,979.7125,978.8,90.7,85.4375,80.8,-3.4,-4.725,-5.4,3,2.0375,0.9,25.7,74.65,2,"zima","petek"
"1039","Koper",489,107.25,0,2.1,1.675,1.1,3.7,2.875,1.8,0,0,1017.5,1017.125,1016.8,81.6,75.95,58.7,2.1,1.575,1,16.7,11.9625,10,11.5,128.75,5,"spomlad","sreda"
"932","Koper",1,0.125,0,1.8,1.1875,0.7,2.8,2.2875,1.6,0,0,1029.2,1028.475,1027.8,93.4,91.7625,91.2,4.9,0.0125000000000001,-1.5,9.4,8.4375,7.9,59.6,30.65,1,"zima","èetrtek"
"23","Koper",10,1.25,0,4.6,3.5,2.8,11.3,8.975,6.5,0,0,1011.1,1010.125,1009.6,48.9,46.35,43.4,-11.5,-11.9625,-12.6,1.6,1.1,0.6,32,72.85,1,"zima","sobota"
"2143","Ljubljana",2,0.25,0,1.5,1.075,0.7,4,2.525,1.8,0,0,978.4,977.325,976.9,99.2,96.6625,94.2,-8.9,-10.1625,-10.5,0,-0.7,-1.8,21.2,28.25,1,"zima","sobota"
"710","Koper",6,0.75,0,2.3,1.65,0.8,3.5,2.7625,1.6,0,0,1011.3,1010.8125,1010.4,78.3,74.85,72.6,-2,-2.6,-3.3,6.9,5.925,5.4,38.3,39,1,"zima","sreda"
"1330","Ljubljana",261,42.375,0,1.6,0.925,0.5,3.2,2.1875,1.3,0,0,978.5,978.0625,977.5,79.4,69.725,57.2,-5.6,-6.275,-6.6,3.1,1,-0.7,24.7,103.9,3,"spomlad","petek"
"2145","Ljubljana",5,0.625,0,2,1.175,0.6,4.4,2.6125,1.6,0,0,986.1,984.3375,983.1,80.5,77.6375,75.9,-11.2,-12.1125,-12.6,-2.4,-3.8,-4.8,32.5,52.45,1,"zima","ponedeljek"
"1211","Koper",63,7.875,0,3.5,2.4,2,4.7,3.85,2.8,0.0625,0.5,1004,1001.25,999.1,86.6,79.6375,73.5,-0.1,-1.725,-3.1,13.3,12.5625,11.8,18.9,78.35,11,"jesen","ponedeljek"
"1701","Ljubljana",208,44,0,2.3,1.925,1.3,4.8,3.55,2.5,0,0,976.6,975.4875,974.8,87.1,75.95,67.9,1.2,0.4125,-0.3,10.3,9,8.3,10.2,99.15,5,"spomlad","nedelja"
"1703","Ljubljana",465,107.625,0,0.9,0.4375,0.1,2.5,1.4,0.7,0,0,985,984.45,984,88.5,79.2375,62.9,6,3.8625,3.1,11.6,7.5875,5.6,20,121.7,5,"spomlad","torek"
"2245","Ljubljana",459,105.625,0,1,0.575,0.1,2,1.5,0.6,0,0,982.2,981.6625,981.4,89.3,82.9625,70,5.3,4.8625,4.4,13.6,10.525,8.9,20.3,115.45,5,"spomlad","sobota"
"1827","Ljubljana",70,12.875,0,1.9,1.0875,0.5,4.7,2.8,1.4,0,0,982,980.55,979.2,96.6,95.3,93.1,2.9,1.5625,0.5,9.9,9.1875,8.5,18,77.5,9,"jesen","torek"
"1031","Koper",183,35.75,0,2.6,1.4875,0.8,4.2,2.5875,1.9,0,0,1018.2,1017.075,1016.1,72.9,69.125,61.5,4.7,4.1,3.6,18.1,16.35,15.6,16.8,116.8,5,"spomlad","torek"
"2273","Ljubljana",380,115.625,0,1.9,0.875,0.2,3.5,2.0375,0.9,0,0,980.2,979.375,978.8,87.8,81.2,72.2,11.1,9.35,8.6,18.7,16.05,14.5,12.2,90.85,6,"spomlad","nedelja"
"493","Koper",349,54.75,0,3.1,2,1.4,7.1,3.7875,2.9,0,0,1013,1011.675,1010.8,72.7,61.95,57.4,7.1,6.6625,6.2,21.3,19.525,18.9,19.8,132.05,6,"spomlad","èetrtek"
"292","Koper",73.5,9.25,0,2.4,1.7625,1.2,4,2.9375,2.1,0,0,1015.2,1013.525,1012.6,91.7,90.725,88.8,8,6.75,5.2,11.2,10.2375,9.7,21.2,63.75,11,"jesen","èetrtek"
"114","Koper",411,86.125,0,1.9,1.4125,0.9,3.8,2.65,1.4,0,0,1015,1014.125,1013.5,88.9,81.9,67.5,8.3,7.275,6.8,19.4,16.4875,15.3,36.5,112.8,5,"spomlad","sobota"
"646","Koper",54,6.75,0,2.4,1.75,1.2,3.9,2.8,1.8,0,0,1013.9,1013.3625,1013.1,83.8,82.6,81.7,4.3,4.15,4.1,11.4,11.075,10.7,28,53.5,11,"jesen","petek"
"2387","Ljubljana",221,36.5,0,3.4,0.95,0,6.1,2.0625,0,0,0,986.2,985.425,985,91.3,85.3125,73.1,11.8,10.2625,7.1,16.5,12.9875,11.1,26,123.25,9,"jesen","petek"
"471","Koper",512,112.875,0,3.4,1.9375,1.1,6.8,4.025,2,0,0,1015.1,1014.0625,1013.4,65.2,59.9875,51.8,0.7,0.425,0.2,15.2,13.4125,11.9,7.6,106.1,5,"spomlad","sreda"
"141","Koper",404,112,0,3.3,1.8,1.1,6.9,3.9125,2.2,0.225,2.1,1015.3,1014.4,1013.6,73.4,58.7125,39.4,5,3.3875,2.6,19.3,16.3,14.2,8.4,101.25,6,"spomlad","ponedeljek"
"178","Koper",410,93.875,0,2.5,1.85,0.9,4.2,2.9625,1.9,0,0,1016.5,1016.2,1016,68.4,60.3875,44.3,11.8,8.8875,7.8,25.2,21.75,20.2,18.2,144.3,7,"poletje","sobota"
"1655","Ljubljana",111,15.75,0,1.7,1.0375,0.6,4.6,2.7875,1.9,0,0,982.6,981.15,980.6,81.8,78.35,75.3,5.5,4.4,3.4,11.1,9.5375,8.1,33.2,105.4,3,"zima","sreda"
"793","Koper",366,70.125,0,2.6,1.6125,0.6,4,2.8125,1.2,0,0,1019.4,1018.45,1017.5,69,61.7625,53.5,9.1,8.45,7.6,14.3,11.85,10.6,25,130.35,4,"spomlad","èetrtek"
"98","Koper",366,71.75,0,2.7,1.3875,0.5,3.8,2.4625,1,0,0,1021.9,1021.1625,1020.6,76.7,70.875,64.8,7,6.9375,6.8,17,14.025,12.4,33.6,159.6,4,"spomlad","èetrtek"
"1501","Ljubljana",83,14.625,0,1,0.5875,0.2,2,1.475,0.8,0,0,989.4,988.6,988.2,98.7,96.0375,92.6,9.2,7.4875,6.6,10.9,9.7,8.9,18.5,83.7,9,"jesen","ponedeljek"
"2088","Ljubljana",333,88.625,0,0.6,0.1625,0,2.1,1.1375,0.1,0,0,984.6,984.2,983.9,87.8,80.8875,69.9,11.4,9.65,8.8,18.4,16.15,14.6,15.3,127.15,6,"poletje","sobota"
"1461","Ljubljana",398,81,0,1.3,0.85,0.4,2.6,1.9875,1.1,0,0,980.1,979.55,979.1,60.1,54.6875,45.9,21.2,19,17.5,26,22.7125,20.7,38.7,156.2,8,"poletje","petek"
"931","Koper",2,0.25,0,2.4,1.5,0.8,3.6,2.675,1.7,0,0,1029.8,1029.4875,1029.1,94,92.4625,89.2,7.6,7.3625,7.1,4.7,3.1375,2.3,65.9,29.05,1,"zima","sreda"
"1539","Ljubljana",36,4.75,0,2.4,1.6625,0.9,4.2,3.275,1.8,0,0,992.5,992.05,991.9,76.6,74.475,70.5,0.9,0.75,0.5,11.8,11.25,10.8,13,72.25,10,"jesen","èetrtek"
"1171","Koper",117,20,0,2.3,2.0125,1.6,3.8,3.3625,2.9,0,0,1022.9,1022.0375,1021.5,78.9,72.4625,60.1,6.7,5.725,5.2,17.5,15.4375,14.6,16.5,114,9,"jesen","torek"
"228","Koper",337,62.375,0,2.7,1.7625,0.9,3.8,2.85,1.9,0,0,1023.9,1023.5,1023.2,71.8,66.1,52.1,10,9.2125,8.2,23.6,19.3625,17.8,17.6,116.05,9,"poletje","sreda"
"679","Koper",1,0.125,0,2.5,1.5125,0.6,3.9,2.475,1.2,0.05,0.4,1022.6,1021.75,1021.3,92.2,87.5,78.7,4.1,3.4125,1.8,11.5,10.7875,10.5,30.7,24.35,12,"jesen","sobota"
"1382","Ljubljana",619,120.25,0,2.6,1.3625,0.2,5.5,3.3625,0.8,0.4,5.5,980.5,979.325,978.4,95.4,84.55,68.6,2.2,1.7875,1.3,15.4,12.2875,10.5,10.6,105.95,5,"spomlad","ponedeljek"
"184","Koper",488,110.125,0,2,1.4,0.5,3.3,2.425,1,0,0,1017.5,1016.925,1016.7,59,54.475,45,14.2,10.9875,9.7,27,23.2375,21.3,29.1,152.1,7,"poletje","petek"
"1661","Ljubljana",127,20.375,0,1.3,0.5375,0.1,2.4,1.65,0.8,0,0,975.7,975.15,974.8,91.7,89.925,88,-5,-6.05,-6.3,4.2,3.675,3,16.7,60.1,3,"spomlad","torek"
"286","Koper",100,12.875,0,2.4,1.85,1.1,3.6,3.0125,1.7,0,0,1023,1022.575,1022.2,82.2,77.9125,72.3,5.4,3.5125,3,11.8,10.9,10,23.2,78.15,11,"jesen","petek"
"2280","Ljubljana",237.8,70.9,0,1.8,1.1625,0.7,3.7,2.3875,1.5,2.3,18.2,976.8,976.4375,976,93.5,90.5375,82.5,8.3,7.375,6.5,16.7,15.325,14.7,6.9,77.45,6,"spomlad","nedelja"
"2297","Ljubljana",507,128.75,0,0.9,0.45,0.2,2,1.2875,0.7,0,0,983.1,982.85,982.7,88.7,80.575,67.9,12.4,10.4625,9.7,20.7,17.175,15.1,17.7,110.1,6,"poletje","sreda"
"1327","Ljubljana",216,34.125,0,4.2,1.4,0.7,7.6,3.4875,1.8,0.1,0.5,962.9,959.8625,958,96.4,93.9875,89.1,-4.2,-4.7125,-5.5,3.8,2.575,2,20.9,95,3,"zima","torek"
"528","Koper",155,34.375,0,2.2,1.5625,1.1,4.1,2.9875,1.9,0,0,1012.8,1012.4,1012,83.7,80.675,70.4,11.1,9.375,8.5,21.5,20.025,19.3,13.4,104.55,7,"poletje","ponedeljek"
"1142","Koper",327,61.75,0,2.6,1.9125,1.2,4.1,3.1625,2.2,0,0,1016.8,1016.15,1015.8,79.9,74.825,61.7,19.2,17.4125,16.2,25.4,21.1875,19.7,26.6,137.55,8,"poletje","ponedeljek"
"1942","Ljubljana",7,0.875,0,1.2,0.75,0.4,2.3,1.65,1.1,0,0,984.7,982.5375,981.2,92.7,88.9625,84.8,-6.8,-8.5625,-9.2,-1.6,-2.05,-2.5,52.6,15.35,1,"zima","torek"
"1206","Koper",3,0.375,0,2.3,1.4125,0.7,4.1,2.5875,1.6,0.0625,0.5,1020.3,1018.5875,1017.5,85.2,83.2,80.5,2.8,1.5625,1.1,14.3,13.7375,13.2,41.8,77.45,11,"jesen","sreda"
"2089","Ljubljana",163,37.125,0,0.7,0.2,0,2.7,1.925,0.8,0,0,984.2,983.325,982.7,99.6,98.15,93.8,10.5,9.1625,8.5,15.8,15.0875,14.7,10,100.35,6,"poletje","nedelja"
"327","Koper",3,0.375,0,2.5,1.9125,1.5,3.5,3.075,2.5,0,0,1028,1026.7125,1026,92.9,91.95,90.7,3.8,2.8625,1.7,5.1,3.7,3,57.3,6.4,12,"jesen","petek"
